DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
5/15/2020 11:45,4136001,9kRcWv60rDACzjR,1243.18,1212.08,4306.533333,2247723884
5/15/2020 12:00,4136001,9kRcWv60rDACzjR,1233.746667,1202.893333,4608,2247724185
5/15/2020 12:15,4136001,9kRcWv60rDACzjR,1259.793333,1228.293333,4919,2247724496
5/15/2020 12:30,4136001,9kRcWv60rDACzjR,1230.914286,1200.135714,5215.714286,2247724793
5/15/2020 12:45,4136001,9kRcWv60rDACzjR,1228.213333,1197.506667,5507.333333,2247725084
5/15/2020 13:00,4136001,9kRcWv60rDACzjR,1201.326667,1171.453333,5811.6,2247725389
5/15/2020 13:15,4136001,9kRcWv60rDACzjR,1188.98,1159.873333,6105.133333,2247725682
5/15/2020 13:30,4136001,9kRcWv60rDACzjR,1176.186667,1147.173333,6399.4,2247725976
5/15/2020 13:45,4136001,9kRcWv60rDACzjR,1174.15,1145.121429,6679.142857,2247726256
5/15/2020 14:00,4136001,9kRcWv60rDACzjR,1129.233333,1103.393333,6954.6,2247726532
5/15/2020 14:15,4136001,9kRcWv60rDACzjR,1127.86,1102.046667,7235.466667,2247726812
5/15/2020 14:30,4136001,9kRcWv60rDACzjR,932.4466667,911.9466667,7498.4,2247727075
5/15/2020 14:45,4136001,9kRcWv60rDACzjR,978.2266667,956.5933333,7724.8,2247727302
5/15/2020 15:00,4136001,9kRcWv60rDACzjR,932.5285714,912.1285714,7955.928571,2247727533
5/15/2020 15:15,4136001,9kRcWv60rDACzjR,875.1866667,856.3066667,8176.066667,2247727753
5/15/2020 15:30,4136001,9kRcWv60rDACzjR,659.84,646.3333333,8365.133333,2247727942
5/15/2020 15:45,4136001,9kRcWv60rDACzjR,598.9,586.3733333,8533.8,2247728111
5/15/2020 16:00,4136001,9kRcWv60rDACzjR,608.8866667,596.4466667,8668.2,2247728245
5/15/2020 16:15,4136001,9kRcWv60rDACzjR,482.9928571,473.6357143,8805.785714,2247728383
5/15/2020 16:30,4136001,9kRcWv60rDACzjR,436.1466667,428.1933333,8912.466667,2247728489
5/15/2020 16:45,4136001,9kRcWv60rDACzjR,447.8933333,439.5666667,9026.733333,2247728604
5/15/2020 17:00,4136001,9kRcWv60rDACzjR,298.0333333,292.7066667,9121.4,2247728698
5/15/2020 17:15,4136001,9kRcWv60rDACzjR,196.4928571,192.6214286,9178.357143,2247728755
5/15/2020 17:30,4136001,9kRcWv60rDACzjR,96.75333333,94.11333333,9216.6,2247728794
5/15/2020 17:45,4136001,9kRcWv60rDACzjR,39.17333333,37.87333333,9230.8,2247728808
5/15/2020 18:00,4136001,9kRcWv60rDACzjR,25.28666667,24.41333333,9238.8,2247728816
5/15/2020 18:15,4136001,9kRcWv60rDACzjR,15.64666667,15.1,9243.666667,2247728821
5/15/2020 18:30,4136001,9kRcWv60rDACzjR,2.592857143,2.5,9246,2247728823
5/15/2020 18:45,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 19:00,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 19:15,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 19:30,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 19:45,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 20:00,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 20:15,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 20:30,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 20:45,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 21:00,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 21:15,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 21:30,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 21:45,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 22:00,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 22:15,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 22:30,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 22:45,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 23:00,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 23:30,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/15/2020 23:45,4136001,9kRcWv60rDACzjR,0,0,9246,2247728823
5/16/2020 0:00,4136001,9kRcWv60rDACzjR,0,0,3082,2247728823
5/16/2020 0:15,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 0:30,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 0:45,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 1:00,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 1:15,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 1:30,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 1:45,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 2:00,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 2:15,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 2:30,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 2:45,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 3:00,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 3:15,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 3:30,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 3:45,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 4:00,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 4:15,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 4:30,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 4:45,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 5:00,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 5:15,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 5:30,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 5:45,4136001,9kRcWv60rDACzjR,0,0,0,2247728823
5/16/2020 6:00,4136001,9kRcWv60rDACzjR,14.5,14.00666667,1.133333333,2247728824
5/16/2020 6:15,4136001,9kRcWv60rDACzjR,47.4,45.84666667,8.533333333,2247728832
5/16/2020 6:30,4136001,9kRcWv60rDACzjR,86.79333333,84.24666667,25,2247728848
5/16/2020 6:45,4136001,9kRcWv60rDACzjR,127.9933333,124.5666667,51.13333333,2247728874
5/16/2020 7:00,4136001,9kRcWv60rDACzjR,168.74,165.3933333,87.53333333,2247728911
5/16/2020 7:15,4136001,9kRcWv60rDACzjR,255.05,250.2928571,135.5714286,2247728959
5/16/2020 7:30,4136001,9kRcWv60rDACzjR,385.5866667,378.9133333,214.6,2247729038
5/16/2020 7:45,4136001,9kRcWv60rDACzjR,383.1666667,376.44,311.9333333,2247729135
5/16/2020 8:00,4136001,9kRcWv60rDACzjR,556.46,545.38,425.6666667,2247729249
5/16/2020 8:15,4136001,9kRcWv60rDACzjR,626.15,613.4428571,566.2857143,2247729389
5/16/2020 8:30,4136001,9kRcWv60rDACzjR,708.8066667,694.12,728.0666667,2247729551
5/16/2020 8:45,4136001,9kRcWv60rDACzjR,752.54,736.7933333,908.0666667,2247729731
5/16/2020 9:00,4136001,9kRcWv60rDACzjR,855.9466667,837.56,1107.8,2247729931
5/16/2020 9:15,4136001,9kRcWv60rDACzjR,912.2133333,892.3666667,1327.933333,2247730151
5/16/2020 9:30,4136001,9kRcWv60rDACzjR,968.6285714,947.2714286,1551.642857,2247730375
5/16/2020 9:45,4136001,9kRcWv60rDACzjR,1013.586667,991.0066667,1792,2247730615
5/16/2020 10:00,4136001,9kRcWv60rDACzjR,1059.146667,1035.293333,2045.6,2247730869
5/16/2020 10:15,4136001,9kRcWv60rDACzjR,1096.706667,1071.706667,2314.133333,2247731137
5/16/2020 10:30,4136001,9kRcWv60rDACzjR,1142.54,1115.486667,2591.8,2247731415
5/16/2020 10:45,4136001,9kRcWv60rDACzjR,1132.571429,1106.071429,2860.785714,2247731684
5/16/2020 11:00,4136001,9kRcWv60rDACzjR,1182.12,1152.713333,3142.333333,2247731965
5/16/2020 11:15,4136001,9kRcWv60rDACzjR,1183.446667,1154.106667,3429.466667,2247732252
5/16/2020 11:30,4136001,9kRcWv60rDACzjR,1261.44,1229.893333,3735.133333,2247732558
5/16/2020 11:45,4136001,9kRcWv60rDACzjR,1251.56,1220.28,4045.266667,2247732868
5/16/2020 12:00,4136001,9kRcWv60rDACzjR,1219.178571,1188.85,4340.071429,2247733163
5/16/2020 12:15,4136001,9kRcWv60rDACzjR,819.6533333,802.1133333,4586.8,2247733410
5/16/2020 12:30,4136001,9kRcWv60rDACzjR,982.8666667,960.4066667,4799.533333,2247733623
5/16/2020 12:45,4136001,9kRcWv60rDACzjR,707.86,693.12,5005.8,2247733829
5/16/2020 13:00,4136001,9kRcWv60rDACzjR,940.82,920.1533333,5210.2,2247734033
5/16/2020 13:15,4136001,9kRcWv60rDACzjR,935.2642857,914.7857143,5438.142857,2247734261
5/16/2020 13:30,4136001,9kRcWv60rDACzjR,1130.013333,1103.386667,5683.8,2247734507
5/16/2020 13:45,4136001,9kRcWv60rDACzjR,539.2333333,528.32,5525.066667,2097885760
5/16/2020 14:00,4136001,9kRcWv60rDACzjR,760.58,744.4933333,6073.066667,2247734896
5/16/2020 14:15,4136001,9kRcWv60rDACzjR,1045.26,1021.426667,6284.866667,2247735108
5/16/2020 14:30,4136001,9kRcWv60rDACzjR,1133.078571,1106.578571,6556.285714,2247735379
5/16/2020 14:45,4136001,9kRcWv60rDACzjR,701.4066667,686.76,6778.933333,2247735602
5/16/2020 15:00,4136001,9kRcWv60rDACzjR,656.8133333,643.2,6947,2247735770
5/16/2020 15:15,4136001,9kRcWv60rDACzjR,463.2933333,454.6866667,7079.2,2247735902
5/16/2020 15:30,4136001,9kRcWv60rDACzjR,574.5,563.0333333,7214.133333,2247736037
5/16/2020 15:45,4136001,9kRcWv60rDACzjR,453.0142857,444.75,7334,2247736157
5/16/2020 16:00,4136001,9kRcWv60rDACzjR,341.1466667,334.7933333,7434.2,2247736257
5/16/2020 16:15,4136001,9kRcWv60rDACzjR,330.24,324.5866667,7512.6,2247736336
5/16/2020 16:30,4136001,9kRcWv60rDACzjR,180.46,176.5933333,7580.266667,2247736403
5/16/2020 16:45,4136001,9kRcWv60rDACzjR,107.14,104.2933333,7609.6,2247736433
5/16/2020 17:00,4136001,9kRcWv60rDACzjR,140.3714286,137.0857143,7642.857143,2247736466
5/16/2020 17:15,4136001,9kRcWv60rDACzjR,51.28666667,49.66,7665.466667,2247736488
5/16/2020 17:30,4136001,9kRcWv60rDACzjR,17.72,17.09333333,7672.933333,2247736496
5/16/2020 17:45,4136001,9kRcWv60rDACzjR,9.94,9.6,7676.133333,2247736499
5/16/2020 18:00,4136001,9kRcWv60rDACzjR,1.626666667,1.573333333,7678,2247736501
5/16/2020 18:15,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 18:30,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 18:45,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 19:00,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 19:15,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 19:30,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 19:45,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 20:00,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 20:15,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 20:30,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 20:45,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 21:00,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 21:15,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 21:30,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 21:45,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 22:00,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 22:15,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 22:30,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 22:45,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 23:00,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 23:15,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 23:30,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/16/2020 23:45,4136001,9kRcWv60rDACzjR,0,0,7678,2247736501
5/17/2020 0:00,4136001,9kRcWv60rDACzjR,0,0,2559.333333,2247736501
5/17/2020 0:15,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 0:30,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 0:45,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 1:00,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 1:15,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 1:30,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 1:45,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 2:00,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 2:15,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 2:30,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 2:45,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 3:00,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 3:15,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 3:30,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 3:45,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 4:00,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 4:15,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 4:30,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 4:45,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 5:00,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 5:15,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 5:30,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 5:45,4136001,9kRcWv60rDACzjR,0,0,0,2247736501
5/17/2020 6:00,4136001,9kRcWv60rDACzjR,4.186666667,4.046666667,0,2247736501
5/17/2020 6:15,4136001,9kRcWv60rDACzjR,24.73333333,23.88666667,3.333333333,2247736504
5/17/2020 6:30,4136001,9kRcWv60rDACzjR,36.82666667,35.58666667,10.93333333,2247736512
5/17/2020 6:45,4136001,9kRcWv60rDACzjR,43.4,41.95714286,20.42857143,2247736521
5/17/2020 7:00,4136001,9kRcWv60rDACzjR,68.65333333,66.53333333,33.26666667,2247736534
5/17/2020 7:15,4136001,9kRcWv60rDACzjR,102.5333333,99.63333333,53.4,2247736554
5/17/2020 7:30,4136001,9kRcWv60rDACzjR,186.3733333,182.48,88.33333333,2247736589
5/17/2020 7:45,4136001,9kRcWv60rDACzjR,329.4066667,323.5066667,149.7333333,2247736651
5/17/2020 8:00,4136001,9kRcWv60rDACzjR,573.3071429,561.9357143,253.4285714,2247736754
5/17/2020 8:15,4136001,9kRcWv60rDACzjR,621.5333333,608.9133333,407.4,2247736908
5/17/2020 8:30,4136001,9kRcWv60rDACzjR,681.2133333,667.2066667,563.8666667,2247737065
5/17/2020 8:45,4136001,9kRcWv60rDACzjR,626.2133333,613.48,730.0666667,2247737231
5/17/2020 9:00,4136001,9kRcWv60rDACzjR,674.36,660.2933333,879.5333333,2247737381
5/17/2020 9:15,4136001,9kRcWv60rDACzjR,940.0642857,919.4571429,1078.214286,2247737579
5/17/2020 9:30,4136001,9kRcWv60rDACzjR,915.1466667,895.1066667,1304.733333,2247737806
5/17/2020 9:45,4136001,9kRcWv60rDACzjR,929.5533333,909.2133333,1525.733333,2247738027
5/17/2020 10:00,4136001,9kRcWv60rDACzjR,906,886.2466667,1753,2247738254
5/17/2020 10:15,4136001,9kRcWv60rDACzjR,775.92,759.5133333,1968.266667,2247738469
5/17/2020 10:30,4136001,9kRcWv60rDACzjR,907.2357143,887.4714286,2155.642857,2247738657
5/17/2020 10:45,4136001,9kRcWv60rDACzjR,996.3333333,974.1266667,2385.133333,2247738886
5/17/2020 11:00,4136001,9kRcWv60rDACzjR,1003.166667,980.6533333,2638.2,2247739139
5/17/2020 11:15,4136001,9kRcWv60rDACzjR,902.7533333,883.12,2879.466667,2247739380
5/17/2020 11:30,4136001,9kRcWv60rDACzjR,691.88,677.5933333,3077.933333,2247739579
5/17/2020 11:45,4136001,9kRcWv60rDACzjR,655.5928571,642.2,3234.642857,2247739736
5/17/2020 12:00,4136001,9kRcWv60rDACzjR,748.1133333,732.46,3399.066667,2247739900
5/17/2020 12:15,4136001,9kRcWv60rDACzjR,813.24,795.9666667,3598.2,2247740099
5/17/2020 12:30,4136001,9kRcWv60rDACzjR,853.2866667,834.9933333,3801.133333,2247740302
5/17/2020 12:45,4136001,9kRcWv60rDACzjR,992.72,970.72,4030.333333,2247740531
5/17/2020 13:00,4136001,9kRcWv60rDACzjR,1043.128571,1019.707143,4273.928571,2247740775
5/17/2020 13:15,4136001,9kRcWv60rDACzjR,878.9266667,858.9533333,4218.333333,2097891619
5/17/2020 13:30,4136001,9kRcWv60rDACzjR,496.7,485.8533333,2497.6,1798192929
5/17/2020 13:45,4136001,9kRcWv60rDACzjR,769.9466667,752.62,4859.6,2247741361
5/17/2020 14:00,4136001,9kRcWv60rDACzjR,66.26,64.79333333,4936.466667,2247741437
5/17/2020 14:15,4136001,9kRcWv60rDACzjR,1011.721429,989.1857143,5074,2247741575
5/17/2020 14:30,4136001,9kRcWv60rDACzjR,802.8,785.5733333,5300.866667,2247741802
5/17/2020 14:45,4136001,9kRcWv60rDACzjR,700.1133333,685.64,5475.466667,2247741976
5/17/2020 15:00,4136001,9kRcWv60rDACzjR,437.78,429.74,5621.933333,2247742123
5/17/2020 15:15,4136001,9kRcWv60rDACzjR,369.9466667,363.6,5715.8,2247742217
5/17/2020 15:30,4136001,9kRcWv60rDACzjR,430.7928571,423.1428571,5813.285714,2247742314
5/17/2020 15:45,4136001,9kRcWv60rDACzjR,417.9733333,410.6333333,5916.333333,2247742417
5/17/2020 16:00,4136001,9kRcWv60rDACzjR,418.3533333,410.92,6018.8,2247742520
5/17/2020 16:15,4136001,9kRcWv60rDACzjR,642.7571429,629.6571429,6149.714286,2247742651
5/17/2020 16:30,4136001,9kRcWv60rDACzjR,592.1666667,580.2666667,6302.666667,2247742804
5/17/2020 16:45,4136001,9kRcWv60rDACzjR,449.6928571,441.2428571,6431.214286,2247742932
5/17/2020 17:00,4136001,9kRcWv60rDACzjR,135.4066667,132.08,6498.933333,2247743000
5/17/2020 17:15,4136001,9kRcWv60rDACzjR,163.9666667,160.3933333,6530.533333,2247743032
5/17/2020 17:30,4136001,9kRcWv60rDACzjR,226.42,221.9866667,6583.533333,2247743085
5/17/2020 17:45,4136001,9kRcWv60rDACzjR,118.74,115.6266667,6626.6,2247743128
5/17/2020 18:00,4136001,9kRcWv60rDACzjR,104.6928571,101.7428571,6652.428571,2247743153
5/17/2020 18:15,4136001,9kRcWv60rDACzjR,40.13333333,38.8,6670.133333,2247743171
5/17/2020 18:30,4136001,9kRcWv60rDACzjR,7.586666667,7.32,6675.533333,2247743177
5/17/2020 18:45,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 19:00,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 19:15,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 19:30,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 19:45,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 20:00,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 20:15,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 20:30,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 20:45,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 21:00,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 21:15,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 21:30,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 21:45,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 22:00,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 22:15,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 22:30,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 22:45,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 23:00,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 23:15,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 23:30,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/17/2020 23:45,4136001,9kRcWv60rDACzjR,0,0,6676,2247743177
5/18/2020 0:00,4136001,9kRcWv60rDACzjR,0,0,2225.333333,2247743177
5/18/2020 0:15,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 0:30,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 0:45,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 1:00,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 1:15,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 1:30,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 1:45,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 2:00,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 2:15,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 2:30,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 2:45,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 3:00,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 3:15,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 3:30,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 3:45,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 4:00,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
5/18/2020 4:15,4136001,9kRcWv60rDACzjR,0,0,0,2247743177
